time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-18 00:00:00+00:00,16,6,0,0
2026-04-19 00:00:00+00:00,21,12,0,0
2026-04-20 00:00:00+00:00,68,26,0,0
2026-04-21 00:00:00+00:00,44,22,0,0
2026-04-22 00:00:00+00:00,62,24,0,0
2026-04-23 00:00:00+00:00,95,31,0,0
2026-04-24 00:00:00+00:00,55,25,0,0
2026-04-25 00:00:00+00:00,52,21,0,0
2026-04-26 00:00:00+00:00,29,8,0,0
2026-04-27 00:00:00+00:00,21,7,0,0
2026-04-28 00:00:00+00:00,19,7,0,0
2026-04-29 00:00:00+00:00,13,7,0,0
2026-04-30 00:00:00+00:00,30,8,0,0
2026-05-01 00:00:00+00:00,38,9,0,0
