url_path,views_total,views_unique
/grp-bork/nevermore_profiler,9,2
/grp-bork/nevermore_profiler/blob/main/nextflow_schema.json,4,1
/grp-bork/nevermore_profiler/new/main,4,1
/grp-bork/nevermore_profiler/pull/2,3,2
/grp-bork/nevermore_profiler/blob/main/docs/nevermore.svg,2,1
/grp-bork/nevermore_profiler/blob/main/nextflow.config,2,1
/grp-bork/nevermore_profiler/tree/main/docs,2,1
/grp-bork/nevermore_profiler/compare/main...danielpodlesny:nevermore_profiler:patch-1,1,1
/grp-bork/nevermore_profiler/pull/2/files,1,1
/grp-bork/nevermore_profiler/pulls,1,1
